133297,Yosuke Watanuki,M,JPN,Null,R,1998
126952,Soon Woo Kwon,M,KOR,180.0,R,1997
105065,Tim Smyczek,M,USA,175.0,R,1989
105041,Lukas Lacko,M,SVK,185.0,R,1987
106353,Pedja Krstin,M,SRB,Null,R,1994
110748,Nikola Milojevic,M,SRB,188.0,R,1995
123921,Calvin Hemery,M,FRA,Null,R,1996
200466,Alexander Crnokrak,M,AUS,Null,R,2001
111460,Quentin Halys,M,FRA,Null,R,1996
106293,Kimmer Coppejans,M,BEL,Null,R,1993
200221,Alejandro Davidovich Fokina,M,ESP,183.0,R,1999
104424,Go Soeda,M,JPN,178.0,R,1984
200624,Sebastian Korda,M,USA,196.0,R,2000
106228,Juan Ignacio Londero,M,ARG,Null,R,1993
103990,Tommy Robredo,M,ESP,180.0,R,1982
106214,Oscar Otte,M,GER,Null,R,1993
106099,Salvatore Caruso,M,ITA,185.0,R,1992
106105,Guilherme Clezar,M,BRA,Null,R,1993
105300,Sergio Gutierrez Ferrol,M,ESP,Null,R,1991
124014,Ernesto Escobedo,M,USA,Null,R,1996
105641,Blaz Rola,M,SLO,Null,L,1990
106361,Adam Pavlasek,M,CZE,Null,R,1994
105633,Mohamed Safwat,M,EGY,183.0,R,1990
144645,Zdenek Kolar,M,CZE,Null,R,1996
136440,Dominik Koepfer,M,GER,180.0,L,1994
104460,Dustin Brown,M,GER,196.0,R,1985
104122,Carlos Berlocq,M,ARG,183.0,R,1984
105655,Hiroki Moriya,M,JPN,Null,R,1990
208014,Rinky Hijikata,M,AUS,Null,U,2001
105561,Alessandro Giannessi,M,ITA,183.0,L,1990
104932,Kenny De Schepper,M,FRA,203.0,L,1987
105906,Kevin Krawietz,M,GER,190.0,R,1992
105943,Federico Gaio,M,ITA,Null,R,1992
104629,Adrian Menendez Maceiras,M,ESP,Null,R,1985
106328,Christian Harrison,M,USA,Null,R,1994
105985,Darian King,M,BAR,Null,R,1992
106072,Alexey Vatutin,M,RUS,Null,R,1992
106110,Filip Horansky,M,SVK,Null,R,1992
103917,Nicolas Mahut,M,FRA,190.0,R,1982
105064,Thomaz Bellucci,M,BRA,188.0,L,1987
111795,Filippo Baldi,M,ITA,Null,R,1995
120424,Yannick Maden,M,GER,185.0,R,1989
121531,Mats Moraing,M,GER,Null,L,1992
106291,Luke Saville,M,AUS,Null,R,1994
111511,Noah Rubin,M,USA,Null,R,1995
117361,Akira Santillan,M,AUS,Null,R,1997
126125,Maxime Janvier,M,FRA,Null,R,1996
111574,Jc Aragone,M,USA,Null,R,1995
106296,Gregoire Barrere,M,FRA,183.0,R,1994
117353,Duck Hee Lee,M,KOR,Null,R,1998
126846,Aleksandar Vukic,M,AUS,Null,R,1996
201329,Vera Zvonareva,F,RUS,172.0,R,1984
202491,Varvara Flink,F,RUS,Null,R,1996
202437,Anastasia Grymalska,F,ITA,Null,R,1990
201542,Olivia Rogowska,F,AUS,Null,R,1992
215290,Katarina Zavatska,F,UKR,Null,R,2000
202701,Irina Khromacheva,F,RUS,Null,L,1995
202482,Barbara Haas,F,AUT,Null,R,1996
201664,Pemra Ozgen,F,TUR,Null,R,1986
201501,Olga Govortsova,F,BLR,182.0,R,1988
201562,Silvia Soler Espinosa,F,ESP,Null,R,1990
215804,Kaylah Mcphee,F,AUS,Null,U,1999
210303,Kathinka Von Deichmann,F,LIE,Null,R,1994
203569,Olga Doroshina,F,RUS,Null,L,1994
213525,Jil Belen Teichmann,F,SUI,170.0,L,1997
201529,Kristie Ahn,F,USA,Null,R,1992
213602,Gabriella Taylor,F,GBR,Null,R,1999
202440,Paula Ormaechea,F,ARG,Null,R,1992
204291,Na Lae Han,F,KOR,Null,L,1992
202467,Elitsa Kostova,F,BUL,Null,R,1990
215042,Katie Swan,F,GBR,170.0,R,1999
204394,Valentini Grammatikopoulou,F,GRE,Null,U,1997
210705,Irina Maria Bara,F,ROU,Null,R,1995
202493,Ekaterine Gorgodze,F,GEO,Null,L,1991
202702,Tereza Smitkova,F,CZE,Null,R,1994
215550,Ayano Shimizu,F,JPN,Null,U,1998
211843,Anhelina Kalinina,F,UKR,Null,R,1996
203325,Martina Di Giuseppe,F,ITA,Null,U,1990
211222,Jamie Loeb,F,USA,Null,R,1995
214643,Ludmilla Samsonova,F,RUS,180.0,R,1998
215832,Gabriella Da Silva Fick,F,AUS,Null,R,2001
201613,Arina Rodionova,F,RUS,Null,R,1989
211901,Aliona Bolsova,F,MDA,Null,R,1997
202488,Valentyna Ivakhnenko,F,UKR,Null,R,1993
203398,Danielle Lao,F,USA,Null,R,1991
203288,Jia Jing Lu,F,CHN,Null,R,1989
201606,Rebecca Marino,F,CAN,Null,R,1990
211148,Jasmine Paolini,F,ITA,Null,R,1995
205723,Anna Zaja,F,GER,Null,R,1991
206124,Tereza Martincova,F,CZE,Null,R,1994
212034,Fang Ying Xun,F,CHN,Null,U,1995
216016,Xiyu Wang,F,CHN,Null,L,2001
214906,Claire Liu,F,USA,170.0,R,2000
204430,Antonia Lottner,F,GER,Null,R,1996
211702,Nao Hibino,F,JPN,163.0,R,1994
206408,Nadia Podoroska,F,ARG,170.0,U,1996
202628,Maryna Zanevska,F,UKR,Null,R,1993
206045,Quirine Lemoine,F,NED,Null,L,1991
201554,Vitalia Diatchenko,F,RUS,170.0,R,1990
211407,Dejana Radanovic,F,SRB,Null,U,1996
202450,Jana Cepelova,F,SVK,168.0,R,1994
203281,Amandine Hesse,F,FRA,Null,R,1992
204246,Lesley Kerkhove,F,NED,Null,R,1991
206102,Ankita Raina,F,IND,Null,R,1992
